PC,PLAATS,GEMEENTE,PROVINCIE
9038,Engelum,Menaldumadeel,Fryslân
9040,Berlikum (FRL),Menaldumadeel,Fryslân
9041,Berlikum (FRL),Menaldumadeel,Fryslân
9043,Wier,Menaldumadeel,Fryslân
9044,Beetgum,Menaldumadeel,Fryslân
9045,Beetgumermolen,Menaldumadeel,Fryslân
9047,Minnertsga,Het Bildt,Fryslân
9050,Stiens,Leeuwarderadeel,Fryslân
9051,Stiens,Leeuwarderadeel,Fryslân
9053,Finkum,Leeuwarderadeel,Fryslân
9054,Hijum,Leeuwarderadeel,Fryslân
9055,Britsum,Leeuwarderadeel,Fryslân
9056,Cornjum,Leeuwarderadeel,Fryslân
9057,Jelsum,Leeuwarderadeel,Fryslân
9060,Gijtsjerk,Tytsjerksteradiel,Fryslân
9061,Gijtsjerk,Tytsjerksteradiel,Fryslân
9062,Oentsjerk,Tytsjerksteradiel,Fryslân
9063,Munein,Tytsjerksteradiel,Fryslân
9064,Aldtsjerk,Tytsjerksteradiel,Fryslân
9067,Roodkerk,Dantumadeel,Fryslân
9071,Oude Leije,Leeuwarderadeel,Fryslân
9072,Oude Leije,Leeuwarderadeel,Fryslân
9073,Marrum,Ferwerderadiel,Fryslân
9074,Hallum,Ferwerderadiel,Fryslân
9075,Westhoek,Het Bildt,Fryslân
9076,Sint Annaparochie,Het Bildt,Fryslân
9077,Vrouwenparochie,Het Bildt,Fryslân
9078,Oude Bildtzijl,Het Bildt,Fryslân
9079,Sint Jacobiparochie,Het Bildt,Fryslân
9080,Lekkum,Leeuwarden,Fryslân
9081,Lekkum,Leeuwarden,Fryslân
9082,Miedum,Leeuwarden,Fryslân
9083,Snakkerburen,Leeuwarden,Fryslân
9084,Goutum,Leeuwarden,Fryslân
9085,Teerns,Leeuwarden,Fryslân
9086,Hempens,Leeuwarden,Fryslân
9087,Swichum,Leeuwarden,Fryslân
9088,Wirdum (FRL),Leeuwarden,Fryslân
9089,Wijtgaard,Leeuwarden,Fryslân
9091,Wijns,Tytsjerksteradiel,Fryslân
9100,Dokkum,Dongeradeel,Fryslân
9101,Dokkum,Dongeradeel,Fryslân
9102,Dokkum,Dongeradeel,Fryslân
9103,Dokkum,Dongeradeel,Fryslân
9104,Damwoude,Dantumadeel,Fryslân
9105,Rinsumageest,Dantumadeel,Fryslân
9106,Sijbrandahuis,Dantumadeel,Fryslân
9107,Jannum,Ferwerderadiel,Fryslân
9108,Broeksterwoude,Dantumadeel,Fryslân
9109,De Valom,Dantumadeel,Fryslân
9110,Burdaard,Ferwerderadiel,Fryslân
9111,Burdaard,Ferwerderadiel,Fryslân
9112,Burdaard,Ferwerderadiel,Fryslân
9113,Wouterswoude,Dantumadeel,Fryslân
9114,Driesum,Dantumadeel,Fryslân
9121,Aalzum,Dongeradeel,Fryslân
9122,Wetzens,Dongeradeel,Fryslân
9123,Metslawier,Dongeradeel,Fryslân
9124,Jouswier,Dongeradeel,Fryslân
9125,Oostrum (FRL),Dongeradeel,Fryslân
9130,Ee,Dongeradeel,Fryslân
9131,Ee,Dongeradeel,Fryslân
9132,Engwierum,Dongeradeel,Fryslân
9133,Anjum,Dongeradeel,Fryslân
9134,Lioessens,Dongeradeel,Fryslân
9135,Morra,Dongeradeel,Fryslân
9136,Paesens,Dongeradeel,Fryslân
9137,Oosternijkerk,Dongeradeel,Fryslân
9138,Niawier,Dongeradeel,Fryslân
9141,Wierum,Dongeradeel,Fryslân
9142,Moddergat,Dongeradeel,Fryslân
9143,Nes Gemeente Dongeradeel,Dongeradeel,Fryslân
9144,Hantumhuizen,Dongeradeel,Fryslân
9145,Ternaard,Dongeradeel,Fryslân
9146,Hantumeruitburen,Dongeradeel,Fryslân
9147,Hantum,Dongeradeel,Fryslân
9148,Hiaure,Dongeradeel,Fryslân
9150,Holwerd,Dongeradeel,Fryslân
9151,Holwerd,Dongeradeel,Fryslân
9152,Waaxens Gemeente Dongeradeel,Dongeradeel,Fryslân
9153,Brantgum,Dongeradeel,Fryslân
9154,Foudgum,Dongeradeel,Fryslân
9155,Raard,Dongeradeel,Fryslân
9156,Bornwird,Dongeradeel,Fryslân
9160,Hollum,Ameland,Fryslân
9161,Hollum,Ameland,Fryslân
9162,Ballum,Ameland,Fryslân
9163,Nes Ameland,Ameland,Fryslân
9164,Buren (FRL),Ameland,Fryslân
9166,Schiermonnikoog,Schiermonnikoog,Fryslân
9170,Blije,Ferwerderadiel,Fryslân
9171,Blije,Ferwerderadiel,Fryslân
9172,Ferwert,Ferwerderadiel,Fryslân
9173,Hegebeintum,Ferwerderadiel,Fryslân
9174,Ginnum,Ferwerderadiel,Fryslân
9175,Reitsum,Ferwerderadiel,Fryslân
9176,Lichtaard,Ferwerderadiel,Fryslân
9177,Jislum,Ferwerderadiel,Fryslân
9178,Wanswert,Ferwerderadiel,Fryslân
9200,Drachten,Smallingerland,Fryslân
9201,Drachten,Smallingerland,Fryslân
9202,Drachten,Smallingerland,Fryslân
9203,Drachten,Smallingerland,Fryslân
9204,Drachten,Smallingerland,Fryslân
9205,Drachten,Smallingerland,Fryslân
9206,Drachten,Smallingerland,Fryslân
9207,Drachten,Smallingerland,Fryslân
9211,Kortehemmen,Smallingerland,Fryslân
9212,Boornbergum,Smallingerland,Fryslân
9213,De Wilgen,Smallingerland,Fryslân
9214,Smalle Ee,Smallingerland,Fryslân
9215,De Veenhoop,Smallingerland,Fryslân
9216,Oudega Gemeente Smallingerland,Smallingerland,Fryslân
9217,Nijega,Smallingerland,Fryslân
9218,Opeinde,Smallingerland,Fryslân
9219,De Tike,Smallingerland,Fryslân
9220,Rottevalle,Smallingerland,Fryslân
9221,Rottevalle,Smallingerland,Fryslân
9222,Drachtstercompagn,Smallingerland,Fryslân
9223,Houtigehage,Smallingerland,Fryslân
9230,Surhuisterveen,Achtkarspelen,Fryslân
9231,Surhuisterveen,Achtkarspelen,Fryslân
9233,Boelenslaan,Achtkarspelen,Fryslân
9240,Wijnjewoude,Opsterland,Fryslân
9241,Wijnjewoude,Opsterland,Fryslân
9243,Bakkeveen,Opsterland,Fryslân
9244,Beetsterzwaag,Opsterland,Fryslân
9245,Nij Beets,Opsterland,Fryslân
9246,Olterterp,Opsterland,Fryslân
9247,Ureterp,Opsterland,Fryslân
9248,Siegerswoude,Opsterland,Fryslân
9249,Frieschepalen,Opsterland,Fryslân
9250,Burgum,Tytsjerksteradiel,Fryslân
9251,Burgum,Tytsjerksteradiel,Fryslân
9254,Hurdegarijp,Tytsjerksteradiel,Fryslân
9255,Tytsjerk,Tytsjerksteradiel,Fryslân
9256,Ryptsjerk,Tytsjerksteradiel,Fryslân
9257,Noardburgum,Tytsjerksteradiel,Fryslân
9258,Jistrum,Tytsjerksteradiel,Fryslân
9260,Eastermar,Tytsjerksteradiel,Fryslân
9261,Eastermar,Tytsjerksteradiel,Fryslân
9262,Sumar,Tytsjerksteradiel,Fryslân
9263,Garijp,Tytsjerksteradiel,Fryslân
9264,Earnewald,Tytsjerksteradiel,Fryslân
9265,Suwald,Tytsjerksteradiel,Fryslân
9269,Veenwouden,Dantumadeel,Fryslân
9270,Zwaagwesteinde,Dantumadeel,Fryslân
9271,Zwaagwesteinde,Dantumadeel,Fryslân
9280,Harkema,Achtkarspelen,Fryslân
9281,Harkema,Achtkarspelen,Fryslân
9283,Surhuizum,Achtkarspelen,Fryslân
9284,Augustinusga,Achtkarspelen,Fryslân
9285,Buitenpost,Achtkarspelen,Fryslân
9286,Twijzel,Achtkarspelen,Fryslân
9287,Twijzelerheide,Achtkarspelen,Fryslân
9288,Kootstertille,Achtkarspelen,Fryslân
9289,Drogeham,Achtkarspelen,Fryslân
9290,Kollum,Kollumerland en Nieuwkruisland,Fryslân
9291,Kollum,Kollumerland en Nieuwkruisland,Fryslân
9292,Augsbuurt,Kollumerland en Nieuwkruisland,Fryslân
9293,Kollumerpomp,Kollumerland en Nieuwkruisland,Fryslân
9294,Oudwoude,Kollumerland en Nieuwkruisland,Fryslân
9295,Westergeest,Kollumerland en Nieuwkruisland,Fryslân
9296,Triemen,Kollumerland en Nieuwkruisland,Fryslân
9297,Veenklooster,Kollumerland en Nieuwkruisland,Fryslân
9298,Kollumerzwaag,Kollumerland en Nieuwkruisland,Fryslân
9299,Zwagerbosch,Kollumerland en Nieuwkruisland,Fryslân
9300,Roden,Noordenveld,Drenthe
9301,Roden,Noordenveld,Drenthe
9302,Roden,Noordenveld,Drenthe
9304,Lieveren,Noordenveld,Drenthe
9305,Roderesch,Noordenveld,Drenthe
9306,Alteveer Gemeente Noordenveld,Noordenveld,Drenthe
9307,Steenbergen (DR),Noordenveld,Drenthe
9311,Nieuw Roden,Noordenveld,Drenthe
9312,Nietap,Noordenveld,Drenthe
9313,Leutingewolde,Noordenveld,Drenthe
9314,Foxwolde,Noordenveld,Drenthe
9315,Roderwolde,Noordenveld,Drenthe
9320,Peize,Noordenveld,Drenthe
9321,Peize,Noordenveld,Drenthe
9330,Norg,Noordenveld,Drenthe
9331,Norg,Noordenveld,Drenthe
9333,Langelo (DR),Noordenveld,Drenthe
9334,Peest,Noordenveld,Drenthe
9335,Zuidvelde,Noordenveld,Drenthe
9336,Huis Ter Heide (DR),Noordenveld,Drenthe
9337,Westervelde,Noordenveld,Drenthe
9340,Veenhuizen,Noordenveld,Drenthe
9341,Veenhuizen,Noordenveld,Drenthe
9342,Een,Noordenveld,Drenthe
9343,Een West,Noordenveld,Drenthe
9350,Leek,Leek,Groningen
9351,Leek,Leek,Groningen
9354,Zevenhuizen (GN),Leek,Groningen
9355,Midwolde,Leek,Groningen
9356,Tolbert,Leek,Groningen
9359,Boerakker Gemeente Leek,Leek,Groningen
9361,Boerakker,Marum,Groningen
9362,Boerakker,Marum,Groningen
9363,Marum,Marum,Groningen
9364,Nuis,Marum,Groningen
9365,Niebert,Marum,Groningen
9366,Jonkersvaart,Marum,Groningen
9367,De Wilp (GN),Marum,Groningen
9400,Assen,Assen,Drenthe
9401,Assen,Assen,Drenthe
9402,Assen,Assen,Drenthe
9403,Assen,Assen,Drenthe
9404,Assen,Assen,Drenthe
9405,Assen,Assen,Drenthe
9406,Assen,Assen,Drenthe
9407,Assen,Assen,Drenthe
9408,Assen,Assen,Drenthe
9409,Loon,Assen,Drenthe
9410,Beilen,Midden Drenthe,Drenthe
9411,Beilen,Midden Drenthe,Drenthe
9412,Beilen,Midden Drenthe,Drenthe
9413,Beilen,Midden Drenthe,Drenthe
9414,Hooghalen,Midden Drenthe,Drenthe
9415,Hijken,Midden Drenthe,Drenthe
9416,Oranje,Midden Drenthe,Drenthe
9417,Spier,Midden Drenthe,Drenthe
9418,Wijster,Midden Drenthe,Drenthe
9419,Drijber,Midden Drenthe,Drenthe
9420,Bovensmilde,Midden Drenthe,Drenthe
9421,Bovensmilde,Midden Drenthe,Drenthe
9422,Smilde,Midden Drenthe,Drenthe
9423,Hoogersmilde,Midden Drenthe,Drenthe
9430,Westerbork,Midden Drenthe,Drenthe
9431,Westerbork,Midden Drenthe,Drenthe
9432,Zuidveld,Midden Drenthe,Drenthe
9433,Zwiggelte,Midden Drenthe,Drenthe
9434,Eursinge,Midden Drenthe,Drenthe
9435,Bruntinge,Midden Drenthe,Drenthe
9436,Mantinge,Midden Drenthe,Drenthe
9437,Balinge,Midden Drenthe,Drenthe
9438,Garminge,Midden Drenthe,Drenthe
9439,Witteveen,Midden Drenthe,Drenthe
9441,Orvelte,Midden Drenthe,Drenthe
9442,Elp,Midden Drenthe,Drenthe
9443,Schoonloo,Aa en Hunze,Drenthe
9444,Grolloo,Aa en Hunze,Drenthe
9445,Vredenheim,Aa en Hunze,Drenthe
9446,Amen,Aa en Hunze,Drenthe
9447,Papenvoort,Aa en Hunze,Drenthe
9448,Marwijksoord,Aa en Hunze,Drenthe
9449,Nooitgedacht,Aa en Hunze,Drenthe
9450,Rolde,Aa en Hunze,Drenthe
9451,Rolde,Aa en Hunze,Drenthe
9452,Nijlande,Aa en Hunze,Drenthe
9453,Eldersloo,Aa en Hunze,Drenthe
9454,Ekehaar,Aa en Hunze,Drenthe
9455,Geelbroek,Aa en Hunze,Drenthe
9456,Eleveld,Aa en Hunze,Drenthe
9457,Deurze,Aa en Hunze,Drenthe
9458,Balloo,Aa en Hunze,Drenthe
9459,Balloerveld,Aa en Hunze,Drenthe
9460,Gieten,Aa en Hunze,Drenthe
9461,Gieten,Aa en Hunze,Drenthe
9462,Gasselte,Aa en Hunze,Drenthe
9463,Eext,Aa en Hunze,Drenthe
9464,Eexterzandvoort,Aa en Hunze,Drenthe
9465,Anderen,Aa en Hunze,Drenthe
9466,Gasteren,Aa en Hunze,Drenthe
9467,Anloo,Aa en Hunze,Drenthe
9468,Annen,Aa en Hunze,Drenthe
9469,Schipborg,Aa en Hunze,Drenthe
9470,Zuidlaren,Tynaarlo,Drenthe
9471,Zuidlaren,Tynaarlo,Drenthe
9472,Zuidlaren,Tynaarlo,Drenthe
9473,De Groeve,Tynaarlo,Drenthe
9474,Zuidlaarderveen,Tynaarlo,Drenthe
9475,Midlaren,Tynaarlo,Drenthe
9479,Noordlaren,Haren,Groningen
9480,Vries,Tynaarlo,Drenthe
9481,Vries,Tynaarlo,Drenthe
9482,Tijnaarlo,Tynaarlo,Drenthe
9483,Zeegse,Tynaarlo,Drenthe
9484,Oudemolen (DR),Tynaarlo,Drenthe
9485,Taarlo,Tynaarlo,Drenthe
9486,Rhee,Assen,Drenthe
9487,Ter Aard,Assen,Drenthe
9488,Zeijerveld,Assen,Drenthe
9489,Zeijerveen,Assen,Drenthe
9490,Zeijen,Tynaarlo,Drenthe
9491,Zeijen,Tynaarlo,Drenthe
9492,Ubbena,Assen,Drenthe
9493,De Punt,Tynaarlo,Drenthe
9494,IJde,Tynaarlo,Drenthe
9495,Winde,Tynaarlo,Drenthe
9496,Bunne,Tynaarlo,Drenthe
9497,Donderen,Tynaarlo,Drenthe
9500,Stadskanaal,Stadskanaal,Groningen
9501,Stadskanaal,Stadskanaal,Groningen
9502,Stadskanaal,Stadskanaal,Groningen
9503,Stadskanaal,Stadskanaal,Groningen
9510,Gieterveen,Aa en Hunze,Drenthe
9511,Gieterveen,Aa en Hunze,Drenthe
9512,Nieuwediep,Aa en Hunze,Drenthe
9514,Gasselternijveen,Aa en Hunze,Drenthe
9515,Gasselternijveenschemond,Aa en Hunze,Drenthe
9520,Nieuw Buinen,Borger Odoorn,Drenthe
9521,Nieuw Buinen,Borger Odoorn,Drenthe
9523,Drouwenermond,Borger Odoorn,Drenthe
9524,Buinerveen,Borger Odoorn,Drenthe
9525,Drouwenerveen,Borger Odoorn,Drenthe
9526,Bronnegerveen,Borger Odoorn,Drenthe
9527,Bronneger,Borger Odoorn,Drenthe
9528,Buinen,Borger Odoorn,Drenthe
9530,Borger,Borger Odoorn,Drenthe
9531,Borger,Borger Odoorn,Drenthe
9533,Drouwen,Borger Odoorn,Drenthe
9534,Westdorp,Borger Odoorn,Drenthe
9535,Ellertshaar,Borger Odoorn,Drenthe
9536,Ees,Borger Odoorn,Drenthe
9537,Eesergroen,Borger Odoorn,Drenthe
9540,Vlagtwedde,Vlagtwedde,Groningen
9541,Vlagtwedde,Vlagtwedde,Groningen
9545,Bourtange,Vlagtwedde,Groningen
9550,Sellingen,Vlagtwedde,Groningen
9551,Sellingen,Vlagtwedde,Groningen
9560,Ter Apel,Vlagtwedde,Groningen
9561,Ter Apel,Vlagtwedde,Groningen
9563,Ter Apelkanaal,Vlagtwedde,Groningen
9564,Zandberg (DR),Borger Odoorn,Drenthe
9566,Veelerveen,Bellingwedde,Groningen
9570,Tweede Exloermond,Borger Odoorn,Drenthe
9571,Tweede Exloermond,Borger Odoorn,Drenthe
9573,Eerste Exloermond,Borger Odoorn,Drenthe
9574,Exloerveen,Borger Odoorn,Drenthe
9580,Musselkanaal,Stadskanaal,Groningen
9581,Musselkanaal,Stadskanaal,Groningen
9584,Mussel,Stadskanaal,Groningen
9585,Vledderveen (GN),Stadskanaal,Groningen
9590,Onstwedde,Stadskanaal,Groningen
9591,Onstwedde,Stadskanaal,Groningen
9600,Hoogezand,Hoogezand Sappemeer,Groningen
9601,Hoogezand,Hoogezand Sappemeer,Groningen
9602,Hoogezand,Hoogezand Sappemeer,Groningen
9603,Hoogezand,Hoogezand Sappemeer,Groningen
9605,Kiel Windeweer,Hoogezand Sappemeer,Groningen
9606,Kropswolde,Hoogezand Sappemeer,Groningen
9607,Foxhol,Hoogezand Sappemeer,Groningen
9608,Westerbroek,Hoogezand Sappemeer,Groningen
9609,Waterhuizen,Hoogezand Sappemeer,Groningen
9610,Sappemeer,Hoogezand Sappemeer,Groningen
9611,Sappemeer,Hoogezand Sappemeer,Groningen
9615,Kolham,Slochteren,Groningen
9616,Scharmer,Slochteren,Groningen
9617,Harkstede,Slochteren,Groningen
9618,Woudbloem,Slochteren,Groningen
9619,Froombosch,Slochteren,Groningen
9620,Slochteren,Slochteren,Groningen
9621,Slochteren,Slochteren,Groningen
9623,Lageland,Slochteren,Groningen
9624,Luddeweer,Slochteren,Groningen
9625,Overschild,Slochteren,Groningen
9626,Schildwolde,Slochteren,Groningen
9627,Hellum,Slochteren,Groningen
9628,Siddeburen,Slochteren,Groningen
9629,Steendam,Slochteren,Groningen
9631,Borgercompagnie,Veendam,Groningen
9632,Borgercompagnie,Menterwolde,Groningen
9633,Tripscompagnie,Menterwolde,Groningen
9635,Noordbroek,Menterwolde,Groningen
9636,Zuidbroek,Menterwolde,Groningen
9640,Veendam,Veendam,Groningen
9641,Veendam,Veendam,Groningen
9642,Veendam,Veendam,Groningen
9644,Veendam,Veendam,Groningen
9645,Veendam,Veendam,Groningen
9646,Veendam,Veendam,Groningen
9648,Wildervank,Veendam,Groningen
9649,Muntendam,Menterwolde,Groningen
9650,Meeden,Menterwolde,Groningen
9651,Meeden,Menterwolde,Groningen
9654,Annerveensche Kan,Aa en Hunze,Drenthe
9655,Oud Annerveen,Aa en Hunze,Drenthe
9656,Spijkerboor (DR),Aa en Hunze,Drenthe
9657,Nieuw Annerveen,Aa en Hunze,Drenthe
9658,Eexterveen,Aa en Hunze,Drenthe
9659,Eexterveensche Kan,Aa en Hunze,Drenthe
9660,Alteveer (GN),Stadskanaal,Groningen
9661,Alteveer (GN),Stadskanaal,Groningen
9662,Alteveer (GN),Pekela,Groningen
9663,Nieuwe Pekela,Pekela,Groningen
9665,Oude Pekela,Pekela,Groningen
9670,Winschoten,Winschoten,Groningen
9671,Winschoten,Winschoten,Groningen
9672,Winschoten,Winschoten,Groningen
9673,Winschoten,Winschoten,Groningen
9674,Winschoten,Winschoten,Groningen
9675,Winschoten,Winschoten,Groningen
9677,Heiligerlee,Scheemda,Groningen
9678,Westerlee (GN),Scheemda,Groningen
9679,Scheemda,Scheemda,Groningen
9680,Midwolda,Scheemda,Groningen
9681,Midwolda,Scheemda,Groningen
9682,Oostwold Scheemda,Scheemda,Groningen
9684,Finsterwolde,Reiderland,Groningen
9685,Blauwestad,Scheemda,Groningen
9686,Beerta,Reiderland,Groningen
9687,Nieuw Beerta,Reiderland,Groningen
9688,Drieborg,Reiderland,Groningen
9691,Oudezijl,Reiderland,Groningen
9693,Nieuweschans,Reiderland,Groningen
9695,Bellingwolde,Bellingwedde,Groningen
9696,Oudeschans,Bellingwedde,Groningen
9697,Blijham,Bellingwedde,Groningen
9698,Wedde,Bellingwedde,Groningen
9699,Vriescheloo,Bellingwedde,Groningen
9700,Groningen,Groningen,Groningen
9701,Groningen,Groningen,Groningen
9702,Groningen,Groningen,Groningen
9703,Groningen,Groningen,Groningen
9704,Groningen,Groningen,Groningen
9711,Groningen,Groningen,Groningen
9712,Groningen,Groningen,Groningen
9713,Groningen,Groningen,Groningen
9714,Groningen,Groningen,Groningen
9715,Groningen,Groningen,Groningen
9716,Groningen,Groningen,Groningen
9717,Groningen,Groningen,Groningen
9718,Groningen,Groningen,Groningen
9721,Groningen,Groningen,Groningen
9722,Groningen,Groningen,Groningen
9723,Groningen,Groningen,Groningen
9724,Groningen,Groningen,Groningen
9725,Groningen,Groningen,Groningen
9726,Groningen,Groningen,Groningen
9727,Groningen,Groningen,Groningen
9728,Groningen,Groningen,Groningen
9731,Groningen,Groningen,Groningen
9732,Groningen,Groningen,Groningen
9733,Groningen,Groningen,Groningen
9734,Groningen,Groningen,Groningen
9735,Groningen,Groningen,Groningen
9736,Groningen,Groningen,Groningen
9737,Groningen,Groningen,Groningen
9738,Groningen,Groningen,Groningen
9741,Groningen,Groningen,Groningen
9742,Groningen,Groningen,Groningen
9743,Groningen,Groningen,Groningen
9744,Groningen,Groningen,Groningen
9745,Groningen,Groningen,Groningen
9746,Groningen,Groningen,Groningen
9747,Groningen,Groningen,Groningen
9749,Matsloot,Noordenveld,Drenthe
9750,Haren (GN),Haren,Groningen
9751,Haren (GN),Haren,Groningen
9752,Haren (GN),Haren,Groningen
9753,Haren (GN),Haren,Groningen
9755,Onnen,Haren,Groningen
9756,Glimmen,Haren,Groningen
9760,Eelde,Tynaarlo,Drenthe
9761,Eelde,Tynaarlo,Drenthe
9765,Paterswolde,Tynaarlo,Drenthe
9766,Eelderwolde,Tynaarlo,Drenthe
9770,Sauwerd,Winsum,Groningen
9771,Sauwerd,Winsum,Groningen
9773,Wetsinge,Winsum,Groningen
9774,Adorp,Winsum,Groningen
9780,Bedum,Bedum,Groningen
9781,Bedum,Bedum,Groningen
9784,Noordwolde (GN),Bedum,Groningen
9785,Zuidwolde (GN),Bedum,Groningen
9790,Ten Boer,Ten Boer,Groningen
9791,Ten Boer,Ten Boer,Groningen
9792,Ten Post,Ten Boer,Groningen
9793,Winneweer,Ten Boer,Groningen
9794,Lellens,Ten Boer,Groningen
9795,Woltersum,Ten Boer,Groningen
9796,Sint Annen,Ten Boer,Groningen
9797,Thesinge,Ten Boer,Groningen
9798,Garmerwolde,Ten Boer,Groningen
9800,Zuidhorn,Zuidhorn,Groningen
9801,Zuidhorn,Zuidhorn,Groningen
9804,Noordhorn,Zuidhorn,Groningen
9805,Briltil,Zuidhorn,Groningen
9811,Enumatil,Leek,Groningen
9812,Enumatil,Leek,Groningen
9821,Oldekerk,Grootegast,Groningen
9822,Niekerk Grootegast,Grootegast,Groningen
9824,Noordwijk (GN),Marum,Groningen
9825,Lucaswolde,Marum,Groningen
9827,Lettelbert,Leek,Groningen
9828,Oostwold Gemeente Leek,Leek,Groningen
9830,Aduard,Zuidhorn,Groningen
9831,Aduard,Zuidhorn,Groningen
9832,Den Horn,Zuidhorn,Groningen
9833,Den Ham (GN),Zuidhorn,Groningen
9840,Niezijl,Zuidhorn,Groningen
9841,Niezijl,Zuidhorn,Groningen
9842,Niezijl,Zuidhorn,Groningen
9843,Grijpskerk,Zuidhorn,Groningen
9844,Pieterzijl,Zuidhorn,Groningen
9845,Visvliet,Zuidhorn,Groningen
9850,Burum,Kollumerland en Nieuwkruisland,Fryslân
9851,Burum,Kollumerland en Nieuwkruisland,Fryslân
9852,Warfstermolen,Kollumerland en Nieuwkruisland,Fryslân
9853,Munnekezijl,Kollumerland en Nieuwkruisland,Fryslân
9860,Grootegast,Grootegast,Groningen
9861,Grootegast,Grootegast,Groningen
9862,Sebaldeburen,Grootegast,Groningen
9863,Doezum,Grootegast,Groningen
9864,Kornhorn,Grootegast,Groningen
9865,Opende,Grootegast,Groningen
9866,Lutjegast,Grootegast,Groningen
9870,Stroobos,Achtkarspelen,Fryslân
9871,Stroobos,Achtkarspelen,Fryslân
9872,Stroobos,Achtkarspelen,Fryslân
9873,Gerkesklooster,Achtkarspelen,Fryslân
9880,Kommerzijl,Zuidhorn,Groningen
9881,Kommerzijl,Zuidhorn,Groningen
9882,Kommerzijl,Zuidhorn,Groningen
9883,Oldehove,Zuidhorn,Groningen
9884,Niehove,Zuidhorn,Groningen
9885,Lauwerzijl,Zuidhorn,Groningen
9886,Saaksum,Zuidhorn,Groningen
9890,Ezinge,Winsum,Groningen
9891,Ezinge,Winsum,Groningen
9892,Feerwerd,Winsum,Groningen
9893,Garnwerd,Winsum,Groningen
9900,Appingedam,Appingedam,Groningen
9901,Appingedam,Appingedam,Groningen
9902,Appingedam,Appingedam,Groningen
9903,Appingedam,Appingedam,Groningen
9904,Krewerd,Delfzijl,Groningen
9905,Holwierde,Delfzijl,Groningen
9906,Bierum,Delfzijl,Groningen
9907,Losdorp,Delfzijl,Groningen
9908,Godlinze,Delfzijl,Groningen
9909,Spijk (GN),Delfzijl,Groningen
9911,Oosterwijtwerd,Loppersum,Groningen
9912,Leermens,Loppersum,Groningen
9913,Eenum,Loppersum,Groningen
9914,Zeerijp,Loppersum,Groningen
9915,T Zandt (GN),Loppersum,Groningen
9917,Wirdum (GN),Loppersum,Groningen
9918,Garrelsweer,Loppersum,Groningen
9919,Loppersum,Loppersum,Groningen
9920,Stedum,Loppersum,Groningen
9921,Stedum,Loppersum,Groningen
9922,Westeremden,Loppersum,Groningen
9923,Garsthuizen,Loppersum,Groningen
9924,Startenhuizen Gemeente Loppersum,Loppersum,Groningen
9925,Startenhuizen,Eemsmond,Groningen
9930,Delfzijl,Delfzijl,Groningen
9931,Delfzijl,Delfzijl,Groningen
9932,Delfzijl,Delfzijl,Groningen
9933,Delfzijl,Delfzijl,Groningen
9934,Delfzijl,Delfzijl,Groningen
9936,Farmsum,Delfzijl,Groningen
9937,Meedhuizen,Delfzijl,Groningen
9939,Tjuchem,Slochteren,Groningen
9942,T Waar,Scheemda,Groningen
9943,Nieuw Scheemda,Scheemda,Groningen
9944,Nieuwolda,Scheemda,Groningen
9945,Wagenborgen,Delfzijl,Groningen
9946,Woldendorp,Delfzijl,Groningen
9947,Termunten,Delfzijl,Groningen
9948,Termunterzijl,Delfzijl,Groningen
9949,Borgsweer,Delfzijl,Groningen
9950,Winsum (GN),Winsum,Groningen
9951,Winsum (GN),Winsum,Groningen
9953,Baflo,Winsum,Groningen
9954,Tinallinge,Winsum,Groningen
9955,Rasquert,Winsum,Groningen
9956,Den Andel,Winsum,Groningen
9957,Saaxumhuizen,Winsum,Groningen
9959,Onderdendam,Bedum,Groningen
9960,Mensingeweer,De Marne,Groningen
9961,Mensingeweer,De Marne,Groningen
9962,Schouwerzijl,De Marne,Groningen
9963,Warfhuizen,De Marne,Groningen
9964,Wehe Den Hoorn,De Marne,Groningen
9965,Leens,De Marne,Groningen
9966,Zuurdijk,De Marne,Groningen
9967,Eenrum,De Marne,Groningen
9968,Pieterburen,De Marne,Groningen
9969,Westernieland,De Marne,Groningen
9970,Ulrum,De Marne,Groningen
9971,Ulrum,De Marne,Groningen
9972,Niekerk De Marne,De Marne,Groningen
9973,Houwerzijl,De Marne,Groningen
9974,Zoutkamp,De Marne,Groningen
9975,Vierhuizen,De Marne,Groningen
9976,Lauwersoog,De Marne,Groningen
9977,Kloosterburen,De Marne,Groningen
9978,Hornhuizen,De Marne,Groningen
9979,Eemshaven,Eemsmond,Groningen
9980,Uithuizen,Eemsmond,Groningen
9981,Uithuizen,Eemsmond,Groningen
9982,Uithuizermeeden,Eemsmond,Groningen
9983,Roodeschool,Eemsmond,Groningen
9984,Oudeschip,Eemsmond,Groningen
9985,Oosternieland,Eemsmond,Groningen
9986,Oldenzijl,Eemsmond,Groningen
9987,Zijldijk,Loppersum,Groningen
9988,Usquert,Eemsmond,Groningen
9989,Warffum,Eemsmond,Groningen
9990,Middelstum,Loppersum,Groningen
9991,Middelstum,Loppersum,Groningen
9992,Huizinge,Loppersum,Groningen
9993,Westerwijtwerd,Loppersum,Groningen
9994,Toornwerd,Loppersum,Groningen
9995,Kantens,Eemsmond,Groningen
9996,Eppenhuizen,Eemsmond,Groningen
9997,Zandeweer,Eemsmond,Groningen
9998,Rottum (GN),Eemsmond,Groningen
9999,Stitswerd,Eemsmond,Groningen
